timestamp_utc,lat,lon,region,significant_wave_height_m,peak_period_s,mean_wave_direction_deg
2023-08-12T16:55:59.670116+00:00,5.83428,96.94463,Bay of Bengal,1.5029,8.1031,271.14
2025-06-13T14:57:36.495161+00:00,4.2688,91.93527,Andaman Sea,1.9758,8.3398,235.33
2024-12-23T21:04:44.770786+00:00,3.96533,94.04312,Andaman Sea,1.7784,10.8099,158.91
2024-03-31T15:50:23.340789+00:00,22.62993,69.54167,Arabian Sea,2.3863,9.0047,172.29
2024-01-05T17:05:19.342641+00:00,17.95038,63.89355,Arabian Sea,1.5362,7.9907,269.59
2024-08-04T12:31:37.209937+00:00,18.52003,98.15618,Bay of Bengal,1.5638,9.2499,273.93
2025-03-01T07:53:47.918536+00:00,1.5683,79.34777,Indian Ocean,1.5948,8.4168,167.22
2024-02-15T15:23:41.676404+00:00,2.37231,93.34487,Andaman Sea,1.8015,8.0304,201.59
2025-10-19T06:51:42.567539+00:00,10.60865,76.62483,Arabian Sea,2.3778,8.5505,259.72
2025-12-20T02:29:21.228852+00:00,6.12052,74.59422,Arabian Sea,1.7988,8.18,240.59
2023-05-26T10:52:39.803493+00:00,18.69781,60.51965,Arabian Sea,1.9646,9.5841,176.93
2023-01-22T22:35:08.906576+00:00,6.52375,79.83332,Bay of Bengal,1.7085,8.5645,195.93
2024-01-19T06:14:17.859948+00:00,12.01484,98.17926,Bay of Bengal,2.0178,9.6377,157.26
2023-10-22T14:52:30.119494+00:00,6.60682,66.15374,Arabian Sea,2.1728,7.635,249.98
2025-03-12T07:33:09.697480+00:00,-4.10676,79.08407,Indian Ocean,2.0979,8.8493,156.45
2025-07-05T16:46:36.138297+00:00,9.92114,86.04448,Bay of Bengal,1.4787,7.9673,222.31
2025-03-13T13:06:57.111203+00:00,6.67658,96.36061,Bay of Bengal,2.3714,10.0154,173.21
2023-04-07T14:22:14.422200+00:00,11.07748,94.21875,Bay of Bengal,1.6686,8.2584,165.24
2024-06-13T12:12:53.188029+00:00,15.45265,71.24551,Arabian Sea,2.4165,8.4109,192.61
2024-05-08T09:08:48.789684+00:00,-4.38402,97.76387,Indian Ocean,2.0738,9.1207,185.58
2024-11-25T05:09:37.796828+00:00,3.5738,91.3939,Andaman Sea,1.9482,8.9549,234.18
2024-04-21T13:47:54.101974+00:00,22.94376,98.41055,Indian Ocean,1.9029,8.4643,180.02
2024-07-25T18:39:33.143414+00:00,-1.62924,82.62642,Indian Ocean,1.8607,6.9719,229.38
2025-03-01T06:31:24.724682+00:00,5.64861,63.19454,Arabian Sea,2.3398,7.946,207.57
2024-08-18T03:22:21.927284+00:00,2.53226,94.45487,Andaman Sea,2.1279,11.1637,306.14
2024-06-23T18:43:59.590752+00:00,11.78648,60.8579,Arabian Sea,1.7626,8.7368,212.14
2023-10-25T03:30:47.746837+00:00,16.6038,96.65684,Bay of Bengal,1.7988,8.9724,267.21
2024-04-23T18:44:32.035665+00:00,5.35989,72.28192,Arabian Sea,1.9862,8.7107,157.31
2023-12-24T14:55:38.448918+00:00,-3.31587,91.22528,Indian Ocean,1.498,8.9836,195.56
2023-12-04T11:01:44.376173+00:00,9.73973,79.65533,Bay of Bengal,1.658,9.4456,242.06
2025-10-16T04:30:09.441928+00:00,0.76634,85.14554,Indian Ocean,2.178,9.2391,287.37
2023-08-02T16:15:50.543180+00:00,19.70795,77.70962,Arabian Sea,2.1818,9.6724,237.75
2025-02-26T13:42:33.759556+00:00,-3.64672,70.5153,Indian Ocean,2.1912,9.0309,212.74
2023-10-16T08:48:48.688984+00:00,0.89501,78.00968,Indian Ocean,2.0934,9.7595,248.05
2025-03-06T05:40:09.714305+00:00,21.31028,89.03515,Bay of Bengal,2.4347,7.6488,160.01
2024-01-30T01:52:23.112006+00:00,-2.11418,81.19263,Indian Ocean,2.1686,10.4967,190.88
2024-10-14T09:21:24.363481+00:00,14.41983,73.27371,Arabian Sea,2.344,9.1507,267.51
2024-02-20T08:32:00.919134+00:00,7.99896,87.16502,Bay of Bengal,1.632,8.7505,153.28
2024-05-07T02:50:35.275652+00:00,12.97234,64.08594,Arabian Sea,2.6662,8.0028,157.96
2025-12-11T18:01:01.603593+00:00,5.93802,97.51418,Bay of Bengal,1.8167,8.7907,162.39
2025-07-18T22:29:34.534855+00:00,23.06106,86.20869,Indian Ocean,1.9691,9.9214,241.96
2023-04-12T09:06:15.814514+00:00,1.1781,89.19687,Indian Ocean,2.8074,10.9073,190.7
2023-03-09T04:20:42.762893+00:00,-1.91125,80.24335,Indian Ocean,2.177,9.1549,170.17
2023-01-04T19:40:09.453974+00:00,16.71195,93.69239,Bay of Bengal,1.5579,8.9579,187.04
2025-12-09T12:19:22.547052+00:00,1.5725,72.70707,Indian Ocean,1.9652,9.6528,232.71
2024-02-09T13:24:43.506578+00:00,17.7471,93.93158,Bay of Bengal,1.8582,10.1085,181.34
2025-08-28T22:12:02.143306+00:00,16.54221,90.13529,Bay of Bengal,2.2633,9.0275,289.69
2025-07-24T21:20:45.311967+00:00,21.19652,94.05653,Bay of Bengal,1.8389,8.3739,253.71
2024-08-13T13:12:36.263942+00:00,21.58818,68.12905,Arabian Sea,2.2193,7.9904,217.68
2024-03-29T02:39:00.398400+00:00,7.49926,87.72867,Bay of Bengal,1.2213,7.9764,157.63
2024-07-26T23:14:05.766015+00:00,13.25945,77.79812,Arabian Sea,2.4122,9.8508,235.57
2023-12-19T09:57:29.372729+00:00,-0.04468,90.82736,Andaman Sea,1.6505,9.0468,198.04
2023-09-17T16:33:01.848700+00:00,21.61652,79.97599,Bay of Bengal,2.0143,10.2779,272.7
2023-11-05T17:53:30.223393+00:00,-0.43578,82.48096,Indian Ocean,2.1458,7.9849,306.93
2025-03-17T17:20:21.347524+00:00,20.00258,84.34414,Bay of Bengal,2.2822,10.7147,186.52
2024-09-22T17:14:07.690065+00:00,-3.49367,63.48802,Indian Ocean,2.1856,9.3283,271.38
2024-02-12T06:29:52.904157+00:00,-3.87299,73.20158,Indian Ocean,1.7376,7.7468,182.87
2023-10-24T17:15:04.855339+00:00,3.53935,76.38568,Indian Ocean,2.1219,7.3547,273.2
2024-10-19T07:57:10.437265+00:00,0.05824,87.34583,Indian Ocean,1.7412,7.7192,250.67
2023-04-06T03:35:59.283885+00:00,1.73164,65.2875,Indian Ocean,1.8363,10.2806,174.49
2025-07-31T13:35:54.955008+00:00,-2.04759,92.2296,Indian Ocean,1.734,6.6186,259.54
2023-04-15T07:49:28.834960+00:00,21.57221,80.18708,Bay of Bengal,2.2236,9.3772,174.07
2024-02-02T08:53:04.367780+00:00,-3.30964,91.2931,Indian Ocean,1.6103,7.6812,189.78
2023-12-03T11:14:06.796436+00:00,11.86451,83.99366,Bay of Bengal,2.0833,8.0341,217.11
2023-06-12T02:57:37.076994+00:00,18.8279,84.20131,Bay of Bengal,1.3527,8.6014,229.02
2025-10-18T18:58:18.655141+00:00,15.9782,75.52208,Arabian Sea,2.4456,9.4458,276.04
2025-03-30T05:46:48.921653+00:00,11.61964,88.10737,Bay of Bengal,2.1159,9.5868,178.6
2024-04-10T19:55:07.799318+00:00,20.50494,81.11685,Bay of Bengal,2.5461,9.0725,144.54
2023-02-04T08:08:46.594145+00:00,16.7378,68.87793,Arabian Sea,1.7711,9.2467,194.15
2023-02-09T03:17:49.653297+00:00,9.73664,75.80023,Arabian Sea,1.692,7.8007,194.61
2025-01-11T16:42:08.765178+00:00,23.13289,78.90685,Indian Ocean,1.439,8.9404,206.82
2025-06-08T18:28:41.539941+00:00,22.74575,83.59611,Indian Ocean,1.9721,9.4428,231.66
2023-09-23T15:19:57.925609+00:00,-4.32281,99.33785,Indian Ocean,2.2092,8.7874,262.37
2024-08-05T01:20:22.869154+00:00,-3.61859,96.98456,Indian Ocean,1.7058,8.6405,272.2
2023-08-07T09:33:09.139689+00:00,7.10732,84.46483,Bay of Bengal,1.9419,10.4364,272.07
2023-06-20T21:06:04.861833+00:00,22.75637,77.91989,Arabian Sea,0.9931,7.4928,201.08
2023-06-21T10:08:29.854346+00:00,5.7988,96.16493,Bay of Bengal,2.0994,9.9429,246.95
2024-07-22T06:14:46.630467+00:00,17.43079,87.13524,Bay of Bengal,2.0829,8.7261,241.82
2025-03-12T00:31:41.953260+00:00,4.93983,77.01099,Indian Ocean,1.9165,8.661,185.95
2023-09-07T11:07:29.059234+00:00,-2.79115,83.12201,Indian Ocean,2.2184,9.5119,294.1
2025-04-25T16:35:44.263550+00:00,-3.8436,82.2857,Indian Ocean,1.8816,7.7905,169.97
2024-08-24T03:00:02.192425+00:00,16.50911,79.57186,Bay of Bengal,1.9814,9.9872,252.87
2023-06-29T19:24:14.702266+00:00,-0.45194,68.60587,Indian Ocean,1.7182,8.5498,206.4
2023-12-30T20:37:43.947541+00:00,23.79633,79.31865,Indian Ocean,1.6245,7.7334,222.58
2024-05-14T14:24:54.320073+00:00,16.1298,77.82719,Arabian Sea,2.2202,8.0818,203.76
2024-07-09T10:18:26.158644+00:00,17.83198,62.56723,Arabian Sea,1.5752,7.4441,207.43
2024-07-09T22:38:13.857970+00:00,10.12536,74.91475,Arabian Sea,1.4809,7.8886,211.21
2024-12-05T04:01:59.110052+00:00,9.1453,95.07168,Bay of Bengal,1.7043,8.4111,194.12
2023-01-27T20:53:21.849904+00:00,6.34221,68.49496,Arabian Sea,1.8295,7.6529,200.03
2024-02-10T05:03:05.414762+00:00,1.15935,82.22793,Indian Ocean,2.3008,9.0193,162.66
2024-06-20T03:00:22.340240+00:00,2.22009,65.63818,Indian Ocean,1.2052,7.8014,179.03
2024-06-18T19:38:41.492191+00:00,3.00922,62.22162,Indian Ocean,1.4927,9.2444,181.29
2025-03-04T00:38:38.766144+00:00,-2.57611,81.32232,Indian Ocean,2.0243,7.6672,182.83
2024-12-22T22:14:41.091175+00:00,18.93229,79.69556,Bay of Bengal,1.4441,7.3154,220.13
2024-04-14T02:04:50.315295+00:00,-3.85378,60.55183,Indian Ocean,2.0242,8.8542,179.25
2024-05-30T13:57:29.809598+00:00,5.66785,96.21981,Bay of Bengal,1.7156,8.2815,209.23
2025-08-13T05:36:48.465747+00:00,-4.02723,76.84404,Indian Ocean,2.4303,8.24,254.44
2024-10-17T22:54:21.111699+00:00,5.40344,98.98721,Bay of Bengal,1.9642,9.056,271.55
2023-07-04T08:09:17.414357+00:00,3.49727,92.47118,Andaman Sea,1.0342,7.5615,263.7
2025-09-16T08:47:43.427988+00:00,10.92383,66.77715,Arabian Sea,2.5772,10.8601,276.2
2023-11-20T23:15:53.646024+00:00,21.16193,96.02096,Bay of Bengal,2.403,8.8512,209.28
2023-11-21T15:07:29.137213+00:00,21.69744,86.62515,Bay of Bengal,2.163,9.2786,252.13
2024-12-26T12:26:08.898973+00:00,15.69919,73.63144,Arabian Sea,1.6522,9.8566,266.37
2025-01-26T15:26:58.086945+00:00,23.20127,92.07969,Indian Ocean,1.7135,9.5564,171.15
2024-06-17T18:51:46.457480+00:00,14.47346,98.92696,Bay of Bengal,1.6957,8.6394,239.09
2024-12-28T23:43:36.614571+00:00,1.60232,75.0043,Indian Ocean,1.1717,8.6428,251.17
2023-08-24T22:44:54.343033+00:00,7.08976,77.29815,Arabian Sea,1.6745,9.2727,305.32
2023-10-29T03:22:55.706664+00:00,17.96521,61.30275,Arabian Sea,1.8352,7.5768,284.74
2025-09-24T08:55:48.046376+00:00,14.21631,74.12289,Arabian Sea,2.3862,8.2091,277.73
2024-10-02T08:07:27.882567+00:00,15.06989,80.84482,Bay of Bengal,2.1626,9.0194,257.44
2024-10-30T10:50:50.013887+00:00,17.39156,99.83745,Bay of Bengal,2.5607,7.9245,268.63
2025-06-30T14:21:10.987183+00:00,16.13656,79.03736,Bay of Bengal,1.7,7.2556,222.73
2023-12-16T12:02:41.015555+00:00,3.2881,71.94448,Indian Ocean,1.2199,7.9444,260.76
2024-09-25T05:09:24.859052+00:00,20.68536,87.54795,Bay of Bengal,2.3671,8.5266,290.36
2025-03-21T13:42:47.029639+00:00,5.37082,95.02462,Bay of Bengal,2.4579,9.2859,145.03
2024-11-02T12:38:06.102708+00:00,10.08202,66.43304,Arabian Sea,1.7018,8.9763,279.5
2025-02-24T18:55:11.256680+00:00,-1.03194,67.88838,Indian Ocean,2.4481,10.122,191.38
2025-07-22T06:21:14.254794+00:00,1.13993,74.38915,Indian Ocean,1.8252,7.2961,228.48
2025-12-24T06:42:16.746269+00:00,-2.28396,74.85348,Indian Ocean,1.4064,8.0321,259.77
2025-01-15T10:12:31.687797+00:00,12.91003,63.41167,Arabian Sea,1.4583,8.5998,226.89
2025-01-08T22:47:40.983784+00:00,-0.27486,87.28994,Indian Ocean,1.204,8.275,192.3
2024-01-10T17:54:17.140246+00:00,19.45311,87.94066,Bay of Bengal,1.5738,9.6087,193.5
2023-06-28T14:14:05.521234+00:00,13.46143,81.11513,Bay of Bengal,1.7272,8.6451,194.37
2024-08-25T09:03:07.262563+00:00,1.31207,93.54598,Andaman Sea,2.238,8.785,268.7
2023-11-08T05:44:04.887749+00:00,5.00333,76.07997,Arabian Sea,2.2232,8.7058,243.66
2025-11-28T01:00:35.024454+00:00,-3.12305,71.17846,Indian Ocean,1.8697,8.9141,260.65
2023-12-26T00:07:24.767131+00:00,4.66533,74.82186,Indian Ocean,0.9071,7.6388,226.32
2025-02-15T22:17:48.542289+00:00,-3.87121,78.65912,Indian Ocean,2.0154,9.761,201.35
2023-11-07T10:57:57.183549+00:00,3.76468,93.06967,Andaman Sea,1.9738,9.3531,242.99
2024-12-03T16:06:16.535497+00:00,4.15259,87.62429,Indian Ocean,1.7749,7.1628,208.56
2025-10-26T21:06:48.970848+00:00,6.59283,85.53803,Bay of Bengal,1.6585,9.8098,295.65
2023-02-08T13:55:25.269901+00:00,13.76408,85.89199,Bay of Bengal,1.8059,10.6231,187.15
2023-09-02T19:11:07.793757+00:00,3.32412,81.23789,Indian Ocean,2.2296,9.8125,260.02
2024-07-22T18:31:56.225379+00:00,13.41371,72.97848,Arabian Sea,1.7779,8.6856,206.81
2024-12-15T03:35:22.218792+00:00,6.75155,65.68607,Arabian Sea,2.0903,8.251,237.91
2025-12-02T03:59:42.616810+00:00,20.19112,96.92384,Bay of Bengal,1.7418,8.8764,235.64
2024-07-15T07:11:03.574303+00:00,3.30372,83.60547,Indian Ocean,1.7339,9.1604,266.11
2025-08-13T08:17:50.166201+00:00,11.02183,72.29367,Arabian Sea,2.0608,8.5996,207.12
2024-12-14T08:35:29.387171+00:00,16.66698,60.18131,Arabian Sea,1.7075,7.6615,279.09
2024-01-09T23:54:11.107324+00:00,-4.14865,72.56872,Indian Ocean,1.2665,7.4718,220.52
2024-11-03T10:34:13.781278+00:00,17.08945,74.05391,Arabian Sea,2.7836,9.2539,259.87
2024-01-07T09:08:56.983752+00:00,-0.23822,87.69356,Indian Ocean,0.9289,7.4182,200.85
2023-09-24T03:22:49.465989+00:00,19.30001,92.49403,Bay of Bengal,2.7507,8.9754,263.27
2025-12-01T08:33:10.830558+00:00,6.04419,91.37042,Bay of Bengal,1.7765,8.4991,210.35
2023-02-15T16:01:33.116446+00:00,13.91205,93.25079,Bay of Bengal,1.847,9.1104,153.54
2025-08-26T14:50:21.334295+00:00,23.26811,98.79272,Indian Ocean,2.0648,9.0068,272.1
2023-03-11T00:10:06.013931+00:00,8.56844,68.2068,Arabian Sea,2.4448,10.6567,181.67
2025-02-20T23:44:42.216674+00:00,18.1423,61.78208,Arabian Sea,2.4107,10.3518,246.69
2025-08-07T07:06:22.568186+00:00,-4.79777,65.0341,Indian Ocean,1.0698,7.5701,211.36
2025-05-14T02:55:24.984901+00:00,-0.36667,81.05904,Indian Ocean,1.9494,9.4223,180.95
2025-09-05T00:26:26.254525+00:00,19.76921,88.68443,Bay of Bengal,1.8451,9.0495,271.42
2024-05-28T10:54:01.705464+00:00,16.26369,87.52586,Bay of Bengal,2.0686,7.8546,206.86
2023-08-12T16:04:04.293363+00:00,-0.06514,79.81946,Indian Ocean,1.7435,7.7738,250.8
2024-06-18T04:40:13.487250+00:00,-0.92257,94.88054,Andaman Sea,1.4913,7.7651,215.46
2025-12-04T19:04:32.142485+00:00,20.8384,64.49688,Arabian Sea,2.1451,8.8081,282.13
2025-12-05T12:31:36.447840+00:00,7.31867,64.36463,Arabian Sea,1.778,7.759,294.8
2025-07-26T15:42:46.770775+00:00,20.03341,77.55922,Arabian Sea,2.0803,9.3523,227.94
2024-04-24T23:46:42.487601+00:00,-0.60425,82.02504,Indian Ocean,2.5173,9.2097,162.08
2025-10-10T04:49:04.125776+00:00,15.68428,97.59339,Bay of Bengal,2.1351,8.2489,250.39
2024-03-31T13:04:55.690846+00:00,1.96233,65.60548,Indian Ocean,2.4962,9.0682,180.53
2023-08-23T14:46:02.080867+00:00,1.59624,78.07939,Indian Ocean,1.8191,10.5321,256.62
2025-04-17T14:44:51.512125+00:00,22.40138,71.20611,Arabian Sea,2.599,9.6938,138.06
2023-12-29T21:32:41.593989+00:00,0.64795,62.73712,Indian Ocean,1.1866,7.0756,261.17
2025-12-22T13:25:20.721474+00:00,9.10745,81.84565,Bay of Bengal,1.4826,8.7259,223.8
2023-04-12T00:38:59.354805+00:00,17.83921,87.84369,Bay of Bengal,2.0039,7.4683,166.96
2024-01-22T07:58:40.716597+00:00,12.48913,96.44941,Bay of Bengal,2.0132,8.7499,156.01
2025-11-17T13:40:42.053271+00:00,-4.17754,99.56728,Indian Ocean,1.541,8.063,191.94
2023-06-02T21:16:13.084154+00:00,-3.70487,76.91561,Indian Ocean,1.5393,8.1777,191.75
2023-05-23T19:50:34.906479+00:00,14.69407,98.94814,Bay of Bengal,1.9612,8.0387,225.25
2023-08-11T19:31:12.217057+00:00,13.7469,88.01586,Bay of Bengal,1.9934,8.1872,233.37
2023-03-18T04:24:53.500095+00:00,22.09572,87.87672,Indian Ocean,2.2085,9.2861,182.42
2024-06-27T09:51:08.457110+00:00,21.05535,70.88564,Arabian Sea,2.0136,9.2183,207.85
2024-12-21T01:59:08.215730+00:00,16.75573,97.77296,Bay of Bengal,1.7198,8.9972,169.45
2025-06-12T12:39:05.146241+00:00,-0.08112,67.05622,Indian Ocean,1.3451,7.5332,183.07
2024-08-01T04:13:15.647869+00:00,15.40426,93.15084,Bay of Bengal,1.8867,9.317,298.94
2023-02-23T17:54:29.170210+00:00,1.18988,91.86512,Andaman Sea,1.5313,9.3103,158.21
2025-08-26T14:29:16.063184+00:00,10.0561,90.89369,Bay of Bengal,2.1735,9.2036,281.78
2025-04-12T21:35:21.991908+00:00,9.83493,69.09471,Arabian Sea,2.2422,9.0105,204.12
2024-08-15T11:20:22.838967+00:00,3.92837,90.85992,Andaman Sea,1.93,8.4848,275.51
2024-06-16T08:13:46.833194+00:00,8.08105,64.96526,Arabian Sea,1.642,8.8675,175.82
2023-09-17T17:01:10.378746+00:00,19.63011,63.92173,Arabian Sea,2.547,9.7092,281.66
2023-03-06T22:48:46.874942+00:00,2.90561,94.79276,Andaman Sea,1.9617,7.932,172.71
2024-07-22T21:45:42.889686+00:00,2.88341,64.03595,Indian Ocean,1.6936,7.6366,211.76
2025-09-06T18:13:29.451145+00:00,-3.44212,73.78079,Indian Ocean,2.3827,9.1743,271.62
2023-11-12T16:30:07.496962+00:00,12.72219,71.17175,Arabian Sea,1.8688,9.3158,273.65
2024-01-16T09:19:24.116687+00:00,8.78962,71.06657,Arabian Sea,1.9525,9.2061,202.07
2023-06-09T23:47:32.719865+00:00,18.62471,70.66701,Arabian Sea,1.8781,8.3168,188.37
2024-02-19T12:07:54.372569+00:00,-0.66193,90.59277,Andaman Sea,2.3401,8.8111,164.54
2024-12-02T19:36:35.397822+00:00,22.61008,62.06855,Arabian Sea,2.2316,9.5638,254.55
2023-10-09T21:14:23.119023+00:00,21.20524,89.26752,Bay of Bengal,2.3725,10.199,273.21
2024-06-20T01:42:26.030147+00:00,-2.01736,62.61093,Indian Ocean,1.8946,8.0072,197.27
2023-06-20T19:47:56.803969+00:00,14.56276,88.56411,Bay of Bengal,1.888,8.6152,262.16
2024-06-26T08:43:53.356775+00:00,4.10361,65.34855,Indian Ocean,1.3984,9.3935,164.78
2024-12-28T18:25:25.611148+00:00,0.05217,83.74442,Indian Ocean,1.4112,8.6879,194.9
2023-03-16T22:12:49.011202+00:00,13.85514,62.05944,Arabian Sea,2.2823,10.0639,179.68
2024-03-02T00:46:28.814006+00:00,18.17871,66.4089,Arabian Sea,2.1619,10.0759,204.64
2023-12-10T02:15:19.063808+00:00,21.52675,75.88585,Arabian Sea,1.9704,7.9004,258.88
2025-05-25T23:18:33.549008+00:00,16.25721,93.20271,Bay of Bengal,1.6202,8.6412,200.98
2024-08-29T15:07:58.387485+00:00,16.76367,85.56184,Bay of Bengal,1.8956,8.9481,256.22
2025-12-16T00:41:34.997952+00:00,2.00539,95.8216,Andaman Sea,1.4518,7.202,203.39
2023-08-25T01:20:13.720865+00:00,8.29507,73.58209,Arabian Sea,2.5114,8.8277,267.57
2025-07-04T07:47:29.089111+00:00,3.84847,69.23644,Indian Ocean,1.47,7.9892,203.96
2025-04-28T08:56:33.561134+00:00,11.80649,67.76594,Arabian Sea,2.2535,9.1515,162.51
2023-11-10T02:11:32.362558+00:00,3.56203,92.32227,Andaman Sea,1.8975,8.5149,220.57
2024-10-20T20:35:43.108100+00:00,18.85885,66.81419,Arabian Sea,2.2732,7.6762,256.8
2025-06-02T21:57:19.269766+00:00,10.75157,64.88107,Arabian Sea,1.6145,8.1184,142.26
2025-05-05T12:13:01.223208+00:00,14.1229,86.82698,Bay of Bengal,2.3686,11.1067,167.74
2025-03-14T21:49:26.100394+00:00,14.15335,66.23259,Arabian Sea,2.4216,8.851,192.8
2024-11-01T07:07:26.004274+00:00,3.25253,87.17203,Indian Ocean,2.0908,8.2168,260.37
2025-10-20T07:57:29.817337+00:00,10.55301,75.93384,Arabian Sea,2.2347,9.0815,236.94
2025-02-25T19:07:53.416139+00:00,15.1034,92.25571,Bay of Bengal,1.7213,9.143,161.8
2025-10-23T02:07:39.792423+00:00,18.20819,80.19396,Bay of Bengal,2.5454,10.1973,283.65
2025-08-15T13:52:34.330075+00:00,20.79266,85.22788,Bay of Bengal,1.8328,6.993,234.77
2023-05-21T00:31:44.175111+00:00,23.85139,88.93173,Indian Ocean,1.7965,8.5478,217.96
2023-09-03T17:06:18.842553+00:00,8.39745,64.76314,Arabian Sea,1.8683,8.3457,266.09
2023-11-05T13:20:43.376007+00:00,13.15688,66.66047,Arabian Sea,2.4078,8.4319,256.65
2024-04-02T10:03:41.962038+00:00,20.07367,65.92259,Arabian Sea,2.0552,8.8124,163.42
2024-02-10T12:07:47.135968+00:00,11.416,73.64467,Arabian Sea,1.8983,8.697,182.62
2024-05-04T23:02:11.755597+00:00,20.76245,61.34982,Arabian Sea,2.0053,10.2538,181.68
2023-12-12T18:41:41.673470+00:00,-3.48019,87.01765,Indian Ocean,1.9359,8.0411,230.45
2023-08-28T07:57:25.457122+00:00,2.48291,71.72537,Indian Ocean,2.0638,8.4539,235.9
2023-10-22T14:39:01.054679+00:00,19.3345,95.6473,Bay of Bengal,1.9608,9.8516,261.36
2025-04-12T06:41:11.803794+00:00,12.14754,66.60253,Arabian Sea,2.1119,8.8326,142.99
2024-08-10T23:17:05.189058+00:00,-3.79001,86.57163,Indian Ocean,1.8028,9.9221,269.3
2024-07-08T20:22:58.466052+00:00,17.08286,65.238,Arabian Sea,1.3026,7.1396,198.02
2023-09-22T05:10:53.521223+00:00,12.28592,94.12489,Bay of Bengal,2.3316,8.4424,269.23
2025-10-30T22:53:20.433424+00:00,18.89143,90.0601,Bay of Bengal,2.2433,7.6304,263.17
2025-12-09T22:23:21.078457+00:00,4.82727,74.00505,Indian Ocean,2.259,8.8214,232.67
2024-01-20T08:30:36.459802+00:00,18.26333,90.49687,Bay of Bengal,1.9265,8.9506,172.14
2023-05-03T18:39:16.603537+00:00,3.35181,74.10996,Indian Ocean,1.8848,8.6223,206.32
2025-05-13T11:27:55.847830+00:00,16.76797,69.36033,Arabian Sea,2.022,7.8749,155.92
2025-03-14T01:39:07.117304+00:00,11.03054,66.20845,Arabian Sea,2.1034,8.9727,184.56
2023-03-09T23:46:00.098003+00:00,12.97377,73.05758,Arabian Sea,2.0936,8.1024,212.71
2025-01-02T07:01:56.917519+00:00,6.75884,79.02842,Bay of Bengal,1.2208,8.7756,212.35
2025-12-08T07:08:10.935969+00:00,10.64829,67.26532,Arabian Sea,2.0732,8.0893,270.42
2024-07-15T09:31:08.464269+00:00,6.57062,99.18142,Bay of Bengal,1.5725,10.2122,278.63
2023-01-03T01:39:17.609481+00:00,21.8033,82.81203,Bay of Bengal,1.4419,8.6182,192.96
2024-03-14T22:23:53.185693+00:00,11.82205,61.13122,Arabian Sea,2.3425,10.2193,188.58
2023-11-15T08:27:36.400278+00:00,11.49691,64.92509,Arabian Sea,1.7473,8.2243,254.13
2024-07-12T22:05:16.073899+00:00,1.80416,92.53483,Andaman Sea,1.1226,7.2786,278.4
2023-01-17T15:18:51.437172+00:00,-2.51855,96.6487,Indian Ocean,1.289,10.2154,177.51
2025-09-16T20:17:55.248925+00:00,21.53449,84.60771,Bay of Bengal,2.2894,9.1145,252.94
2024-03-04T03:43:16.534267+00:00,-2.37476,74.2611,Indian Ocean,2.5985,9.8865,168.82
2024-07-14T03:15:37.521778+00:00,6.97774,89.89801,Bay of Bengal,1.6865,8.1727,259.22
2024-09-01T01:37:32.197042+00:00,-2.90265,97.30111,Indian Ocean,2.0191,8.5266,278.45
2024-05-07T19:37:53.247487+00:00,-4.48266,99.57516,Indian Ocean,1.5897,7.0675,244.51
2023-03-31T02:15:30.866920+00:00,-2.95022,93.28892,Indian Ocean,2.424,8.3935,178.63
