timestamp_utc,lat,lon,depth_m,region,u_ms,v_ms,current_speed_ms
2025-06-01T00:00:00+00:00,7.0,89.0,0.0,Bay of Bengal,-0.02598,-0.2716,0.27284
2025-06-01T00:00:00+00:00,7.0,90.0,0.0,Bay of Bengal,-0.02613,-0.27206,0.27331
2025-06-01T00:00:00+00:00,7.0,91.0,0.0,Bay of Bengal,-0.02598,-0.27229,0.27353
2025-06-01T00:00:00+00:00,7.0,92.0,0.0,Bay of Bengal,-0.02554,-0.27231,0.27351
2025-06-01T00:00:00+00:00,7.0,93.0,0.0,Bay of Bengal,-0.0248,-0.27211,0.27324
2025-06-01T00:00:00+00:00,7.0,94.0,0.0,Bay of Bengal,-0.02379,-0.27169,0.27273
2025-06-01T00:00:00+00:00,7.0,95.0,0.0,Bay of Bengal,-0.02252,-0.27105,0.27199
2025-06-01T00:00:00+00:00,7.0,96.0,0.0,Bay of Bengal,-0.02099,-0.2702,0.27102
2025-06-01T00:00:00+00:00,7.0,97.0,0.0,Bay of Bengal,-0.01925,-0.26915,0.26983
2025-06-01T00:00:00+00:00,7.0,98.0,0.0,Bay of Bengal,-0.01732,-0.26788,0.26844
2025-06-01T00:00:00+00:00,8.0,80.0,0.0,Bay of Bengal,-0.02932,-0.2582,0.25986
2025-06-01T00:00:00+00:00,8.0,81.0,0.0,Bay of Bengal,-0.02864,-0.26055,0.26212
2025-06-01T00:00:00+00:00,8.0,82.0,0.0,Bay of Bengal,-0.0276,-0.2627,0.26415
2025-06-01T00:00:00+00:00,8.0,83.0,0.0,Bay of Bengal,-0.0262,-0.26466,0.26595
2025-06-01T00:00:00+00:00,8.0,84.0,0.0,Bay of Bengal,-0.02448,-0.2664,0.26753
2025-06-01T00:00:00+00:00,8.0,85.0,0.0,Bay of Bengal,-0.02248,-0.26794,0.26888
2025-06-01T00:00:00+00:00,8.0,86.0,0.0,Bay of Bengal,-0.02022,-0.26927,0.27003
2025-06-01T00:00:00+00:00,8.0,87.0,0.0,Bay of Bengal,-0.01776,-0.27038,0.27096
2025-06-01T00:00:00+00:00,8.0,88.0,0.0,Bay of Bengal,-0.01513,-0.27127,0.27169
2025-06-01T00:00:00+00:00,8.0,89.0,0.0,Bay of Bengal,-0.01241,-0.27195,0.27223
2025-06-01T00:00:00+00:00,8.0,90.0,0.0,Bay of Bengal,-0.00962,-0.2724,0.27257
2025-06-01T00:00:00+00:00,8.0,91.0,0.0,Bay of Bengal,-0.00684,-0.27264,0.27273
2025-06-01T00:00:00+00:00,8.0,92.0,0.0,Bay of Bengal,-0.00411,-0.27266,0.27269
2025-06-01T00:00:00+00:00,8.0,93.0,0.0,Bay of Bengal,-0.00149,-0.27245,0.27246
2025-06-01T00:00:00+00:00,8.0,94.0,0.0,Bay of Bengal,0.00098,-0.27203,0.27203
2025-06-01T00:00:00+00:00,8.0,95.0,0.0,Bay of Bengal,0.00323,-0.27139,0.27141
2025-06-01T00:00:00+00:00,8.0,96.0,0.0,Bay of Bengal,0.00524,-0.27054,0.27059
2025-06-01T00:00:00+00:00,8.0,97.0,0.0,Bay of Bengal,0.00696,-0.26948,0.26957
2025-06-01T00:00:00+00:00,8.0,98.0,0.0,Bay of Bengal,0.00835,-0.26822,0.26835
2025-06-01T00:00:00+00:00,9.0,80.0,0.0,Bay of Bengal,-0.01353,-0.25855,0.25891
2025-06-01T00:00:00+00:00,9.0,81.0,0.0,Bay of Bengal,-0.0104,-0.2609,0.26111
2025-06-01T00:00:00+00:00,9.0,82.0,0.0,Bay of Bengal,-0.00734,-0.26305,0.26316
2025-06-01T00:00:00+00:00,9.0,83.0,0.0,Bay of Bengal,-0.00445,-0.265,0.26504
2025-06-01T00:00:00+00:00,9.0,84.0,0.0,Bay of Bengal,-0.00177,-0.26675,0.26676
2025-06-01T00:00:00+00:00,9.0,85.0,0.0,Bay of Bengal,0.00062,-0.26829,0.26829
2025-06-01T00:00:00+00:00,9.0,86.0,0.0,Bay of Bengal,0.00266,-0.26962,0.26963
2025-06-01T00:00:00+00:00,9.0,87.0,0.0,Bay of Bengal,0.0043,-0.27073,0.27076
2025-06-01T00:00:00+00:00,9.0,88.0,0.0,Bay of Bengal,0.0055,-0.27162,0.27168
2025-06-01T00:00:00+00:00,9.0,89.0,0.0,Bay of Bengal,0.00623,-0.27229,0.27237
2025-06-01T00:00:00+00:00,9.0,90.0,0.0,Bay of Bengal,0.00647,-0.27275,0.27283
2025-06-01T00:00:00+00:00,9.0,91.0,0.0,Bay of Bengal,0.00623,-0.27298,0.27305
2025-06-01T00:00:00+00:00,9.0,92.0,0.0,Bay of Bengal,0.0055,-0.273,0.27305
2025-06-01T00:00:00+00:00,9.0,93.0,0.0,Bay of Bengal,0.0043,-0.27279,0.27283
2025-06-01T00:00:00+00:00,9.0,94.0,0.0,Bay of Bengal,0.00266,-0.27237,0.27238
2025-06-01T00:00:00+00:00,9.0,95.0,0.0,Bay of Bengal,0.00062,-0.27173,0.27173
2025-06-01T00:00:00+00:00,9.0,96.0,0.0,Bay of Bengal,-0.00177,-0.27088,0.27089
2025-06-01T00:00:00+00:00,9.0,97.0,0.0,Bay of Bengal,-0.00445,-0.26982,0.26986
2025-06-01T00:00:00+00:00,9.0,98.0,0.0,Bay of Bengal,-0.00734,-0.26855,0.26865
2025-06-01T00:00:00+00:00,10.0,80.0,0.0,Bay of Bengal,0.00187,-0.2589,0.25891
2025-06-01T00:00:00+00:00,10.0,81.0,0.0,Bay of Bengal,0.00218,-0.26125,0.26126
2025-06-01T00:00:00+00:00,10.0,82.0,0.0,Bay of Bengal,0.00187,-0.2634,0.26341
2025-06-01T00:00:00+00:00,10.0,83.0,0.0,Bay of Bengal,0.00097,-0.26535,0.26536
2025-06-01T00:00:00+00:00,10.0,84.0,0.0,Bay of Bengal,-0.0005,-0.2671,0.2671
2025-06-01T00:00:00+00:00,10.0,85.0,0.0,Bay of Bengal,-0.0025,-0.26864,0.26865
2025-06-01T00:00:00+00:00,10.0,86.0,0.0,Bay of Bengal,-0.00497,-0.26996,0.27001
2025-06-01T00:00:00+00:00,10.0,87.0,0.0,Bay of Bengal,-0.00782,-0.27107,0.27119
2025-06-01T00:00:00+00:00,10.0,88.0,0.0,Bay of Bengal,-0.01098,-0.27197,0.27219
2025-06-01T00:00:00+00:00,10.0,89.0,0.0,Bay of Bengal,-0.01435,-0.27264,0.27302
2025-06-01T00:00:00+00:00,10.0,90.0,0.0,Bay of Bengal,-0.01782,-0.27309,0.27367
2025-06-01T00:00:00+00:00,10.0,91.0,0.0,Bay of Bengal,-0.0213,-0.27333,0.27416
2025-06-01T00:00:00+00:00,10.0,92.0,0.0,Bay of Bengal,-0.02466,-0.27334,0.27445
2025-06-01T00:00:00+00:00,10.0,93.0,0.0,Bay of Bengal,-0.02782,-0.27313,0.27455
2025-06-01T00:00:00+00:00,10.0,94.0,0.0,Bay of Bengal,-0.03068,-0.27271,0.27443
2025-06-01T00:00:00+00:00,10.0,95.0,0.0,Bay of Bengal,-0.03314,-0.27207,0.27408
2025-06-01T00:00:00+00:00,10.0,96.0,0.0,Bay of Bengal,-0.03514,-0.27122,0.27349
2025-06-01T00:00:00+00:00,10.0,97.0,0.0,Bay of Bengal,-0.03662,-0.27015,0.27262
2025-06-01T00:00:00+00:00,10.0,98.0,0.0,Bay of Bengal,-0.03752,-0.26888,0.27149
2025-06-01T00:00:00+00:00,11.0,80.0,0.0,Bay of Bengal,-0.01565,-0.25925,0.25972
2025-06-01T00:00:00+00:00,11.0,81.0,0.0,Bay of Bengal,-0.01936,-0.2616,0.26231
2025-06-01T00:00:00+00:00,11.0,82.0,0.0,Bay of Bengal,-0.02319,-0.26375,0.26477
2025-06-01T00:00:00+00:00,11.0,83.0,0.0,Bay of Bengal,-0.02699,-0.2657,0.26707
2025-06-01T00:00:00+00:00,11.0,84.0,0.0,Bay of Bengal,-0.03063,-0.26745,0.2692
2025-06-01T00:00:00+00:00,11.0,85.0,0.0,Bay of Bengal,-0.03396,-0.26899,0.27112
2025-06-01T00:00:00+00:00,11.0,86.0,0.0,Bay of Bengal,-0.03688,-0.27031,0.27281
2025-06-01T00:00:00+00:00,11.0,87.0,0.0,Bay of Bengal,-0.03927,-0.27142,0.27424
2025-06-01T00:00:00+00:00,11.0,88.0,0.0,Bay of Bengal,-0.04104,-0.27231,0.27539
2025-06-01T00:00:00+00:00,11.0,89.0,0.0,Bay of Bengal,-0.04213,-0.27298,0.27621
2025-06-01T00:00:00+00:00,11.0,90.0,0.0,Bay of Bengal,-0.04249,-0.27344,0.27672
2025-06-01T00:00:00+00:00,11.0,91.0,0.0,Bay of Bengal,-0.04213,-0.27367,0.27689
2025-06-01T00:00:00+00:00,11.0,92.0,0.0,Bay of Bengal,-0.04104,-0.27368,0.27674
2025-06-01T00:00:00+00:00,11.0,93.0,0.0,Bay of Bengal,-0.03927,-0.27347,0.27628
2025-06-01T00:00:00+00:00,11.0,94.0,0.0,Bay of Bengal,-0.03688,-0.27305,0.27553
2025-06-01T00:00:00+00:00,11.0,95.0,0.0,Bay of Bengal,-0.03396,-0.27241,0.27452
2025-06-01T00:00:00+00:00,11.0,96.0,0.0,Bay of Bengal,-0.03063,-0.27155,0.27327
2025-06-01T00:00:00+00:00,11.0,97.0,0.0,Bay of Bengal,-0.02699,-0.27049,0.27183
2025-06-01T00:00:00+00:00,11.0,98.0,0.0,Bay of Bengal,-0.02319,-0.26922,0.27021
2025-06-01T00:00:00+00:00,12.0,80.0,0.0,Bay of Bengal,-0.04483,-0.2596,0.26344
2025-06-01T00:00:00+00:00,12.0,81.0,0.0,Bay of Bengal,-0.04653,-0.26195,0.26605
2025-06-01T00:00:00+00:00,12.0,82.0,0.0,Bay of Bengal,-0.0474,-0.2641,0.26832
2025-06-01T00:00:00+00:00,12.0,83.0,0.0,Bay of Bengal,-0.0474,-0.26605,0.27024
2025-06-01T00:00:00+00:00,12.0,84.0,0.0,Bay of Bengal,-0.04653,-0.2678,0.27181
2025-06-01T00:00:00+00:00,12.0,85.0,0.0,Bay of Bengal,-0.04483,-0.26933,0.27304
2025-06-01T00:00:00+00:00,12.0,86.0,0.0,Bay of Bengal,-0.04238,-0.27066,0.27395
2025-06-01T00:00:00+00:00,12.0,87.0,0.0,Bay of Bengal,-0.03927,-0.27176,0.27459
2025-06-01T00:00:00+00:00,12.0,88.0,0.0,Bay of Bengal,-0.03565,-0.27266,0.27498
2025-06-01T00:00:00+00:00,12.0,89.0,0.0,Bay of Bengal,-0.03167,-0.27333,0.27516
2025-06-01T00:00:00+00:00,12.0,90.0,0.0,Bay of Bengal,-0.02751,-0.27378,0.27516
2025-06-01T00:00:00+00:00,12.0,91.0,0.0,Bay of Bengal,-0.02336,-0.27401,0.275
2025-06-01T00:00:00+00:00,12.0,92.0,0.0,Bay of Bengal,-0.01938,-0.27402,0.27471
2025-06-01T00:00:00+00:00,12.0,93.0,0.0,Bay of Bengal,-0.01576,-0.27381,0.27426
2025-06-01T00:00:00+00:00,12.0,94.0,0.0,Bay of Bengal,-0.01265,-0.27338,0.27368
2025-06-01T00:00:00+00:00,12.0,95.0,0.0,Bay of Bengal,-0.01019,-0.27274,0.27293
2025-06-01T00:00:00+00:00,12.0,96.0,0.0,Bay of Bengal,-0.00849,-0.27189,0.27202
2025-06-01T00:00:00+00:00,12.0,97.0,0.0,Bay of Bengal,-0.00762,-0.27082,0.27093
2025-06-01T00:00:00+00:00,12.0,98.0,0.0,Bay of Bengal,-0.00762,-0.26954,0.26965
2025-06-01T00:00:00+00:00,13.0,80.0,0.0,Bay of Bengal,-0.04572,-0.25995,0.26394
2025-06-01T00:00:00+00:00,13.0,81.0,0.0,Bay of Bengal,-0.04194,-0.2623,0.26563
2025-06-01T00:00:00+00:00,13.0,82.0,0.0,Bay of Bengal,-0.0377,-0.26445,0.26712
2025-06-01T00:00:00+00:00,13.0,83.0,0.0,Bay of Bengal,-0.03321,-0.2664,0.26846
2025-06-01T00:00:00+00:00,13.0,84.0,0.0,Bay of Bengal,-0.0287,-0.26814,0.26967
2025-06-01T00:00:00+00:00,13.0,85.0,0.0,Bay of Bengal,-0.02441,-0.26968,0.27078
2025-06-01T00:00:00+00:00,13.0,86.0,0.0,Bay of Bengal,-0.02055,-0.271,0.27178
2025-06-01T00:00:00+00:00,13.0,87.0,0.0,Bay of Bengal,-0.01732,-0.27211,0.27266
2025-06-01T00:00:00+00:00,13.0,88.0,0.0,Bay of Bengal,-0.01488,-0.273,0.2734
2025-06-01T00:00:00+00:00,13.0,89.0,0.0,Bay of Bengal,-0.01337,-0.27367,0.274
2025-06-01T00:00:00+00:00,13.0,90.0,0.0,Bay of Bengal,-0.01286,-0.27412,0.27442
2025-06-01T00:00:00+00:00,13.0,91.0,0.0,Bay of Bengal,-0.01337,-0.27435,0.27467
2025-06-01T00:00:00+00:00,13.0,92.0,0.0,Bay of Bengal,-0.01488,-0.27436,0.27476
2025-06-01T00:00:00+00:00,13.0,93.0,0.0,Bay of Bengal,-0.01732,-0.27415,0.27469
2025-06-01T00:00:00+00:00,13.0,94.0,0.0,Bay of Bengal,-0.02055,-0.27372,0.27449
2025-06-01T00:00:00+00:00,13.0,95.0,0.0,Bay of Bengal,-0.02441,-0.27307,0.27416
2025-06-01T00:00:00+00:00,13.0,96.0,0.0,Bay of Bengal,-0.0287,-0.27222,0.27373
2025-06-01T00:00:00+00:00,13.0,97.0,0.0,Bay of Bengal,-0.03321,-0.27115,0.27317
2025-06-01T00:00:00+00:00,13.0,98.0,0.0,Bay of Bengal,-0.0377,-0.26987,0.27249
2025-06-01T00:00:00+00:00,14.0,80.0,0.0,Bay of Bengal,-0.02565,-0.2603,0.26156
2025-06-01T00:00:00+00:00,14.0,81.0,0.0,Bay of Bengal,-0.02233,-0.26264,0.26359
2025-06-01T00:00:00+00:00,14.0,82.0,0.0,Bay of Bengal,-0.01996,-0.26479,0.26555
2025-06-01T00:00:00+00:00,14.0,83.0,0.0,Bay of Bengal,-0.0187,-0.26674,0.2674
2025-06-01T00:00:00+00:00,14.0,84.0,0.0,Bay of Bengal,-0.01862,-0.26849,0.26913
2025-06-01T00:00:00+00:00,14.0,85.0,0.0,Bay of Bengal,-0.01971,-0.27002,0.27074
2025-06-01T00:00:00+00:00,14.0,86.0,0.0,Bay of Bengal,-0.02193,-0.27135,0.27223
2025-06-01T00:00:00+00:00,14.0,87.0,0.0,Bay of Bengal,-0.02512,-0.27245,0.27361
2025-06-01T00:00:00+00:00,14.0,88.0,0.0,Bay of Bengal,-0.02912,-0.27334,0.27489
2025-06-01T00:00:00+00:00,14.0,89.0,0.0,Bay of Bengal,-0.03367,-0.27401,0.27607
2025-06-01T00:00:00+00:00,14.0,90.0,0.0,Bay of Bengal,-0.03851,-0.27446,0.27715
2025-06-01T00:00:00+00:00,14.0,91.0,0.0,Bay of Bengal,-0.04335,-0.27469,0.27809
2025-06-01T00:00:00+00:00,14.0,92.0,0.0,Bay of Bengal,-0.0479,-0.27469,0.27884
2025-06-01T00:00:00+00:00,14.0,93.0,0.0,Bay of Bengal,-0.05189,-0.27448,0.27934
2025-06-01T00:00:00+00:00,14.0,94.0,0.0,Bay of Bengal,-0.05509,-0.27405,0.27953
2025-06-01T00:00:00+00:00,14.0,95.0,0.0,Bay of Bengal,-0.0573,-0.27341,0.27935
2025-06-01T00:00:00+00:00,14.0,96.0,0.0,Bay of Bengal,-0.0584,-0.27255,0.27873
2025-06-01T00:00:00+00:00,14.0,97.0,0.0,Bay of Bengal,-0.05831,-0.27147,0.27767
2025-06-01T00:00:00+00:00,14.0,98.0,0.0,Bay of Bengal,-0.05705,-0.2702,0.27615
2025-06-01T00:00:00+00:00,15.0,80.0,0.0,Bay of Bengal,-0.02711,-0.26065,0.26205
2025-06-01T00:00:00+00:00,15.0,81.0,0.0,Bay of Bengal,-0.03028,-0.26299,0.26473
2025-06-01T00:00:00+00:00,15.0,82.0,0.0,Bay of Bengal,-0.03443,-0.26514,0.26737
2025-06-01T00:00:00+00:00,15.0,83.0,0.0,Bay of Bengal,-0.03925,-0.26709,0.26996
2025-06-01T00:00:00+00:00,15.0,84.0,0.0,Bay of Bengal,-0.04443,-0.26883,0.27248
2025-06-01T00:00:00+00:00,15.0,85.0,0.0,Bay of Bengal,-0.0496,-0.27037,0.27488
2025-06-01T00:00:00+00:00,15.0,86.0,0.0,Bay of Bengal,-0.05443,-0.27169,0.27709
2025-06-01T00:00:00+00:00,15.0,87.0,0.0,Bay of Bengal,-0.05857,-0.27279,0.27901
2025-06-01T00:00:00+00:00,15.0,88.0,0.0,Bay of Bengal,-0.06175,-0.27368,0.28056
2025-06-01T00:00:00+00:00,15.0,89.0,0.0,Bay of Bengal,-0.06375,-0.27435,0.28166
2025-06-01T00:00:00+00:00,15.0,90.0,0.0,Bay of Bengal,-0.06443,-0.2748,0.28225
2025-06-01T00:00:00+00:00,15.0,91.0,0.0,Bay of Bengal,-0.06375,-0.27502,0.28231
2025-06-01T00:00:00+00:00,15.0,92.0,0.0,Bay of Bengal,-0.06175,-0.27503,0.28188
2025-06-01T00:00:00+00:00,15.0,93.0,0.0,Bay of Bengal,-0.05857,-0.27482,0.28099
2025-06-01T00:00:00+00:00,15.0,94.0,0.0,Bay of Bengal,-0.05443,-0.27438,0.27973
2025-06-01T00:00:00+00:00,15.0,95.0,0.0,Bay of Bengal,-0.0496,-0.27373,0.27819
2025-06-01T00:00:00+00:00,15.0,96.0,0.0,Bay of Bengal,-0.04443,-0.27287,0.27647
2025-06-01T00:00:00+00:00,15.0,97.0,0.0,Bay of Bengal,-0.03925,-0.2718,0.27462
2025-06-01T00:00:00+00:00,15.0,98.0,0.0,Bay of Bengal,-0.03443,-0.27052,0.2727
2025-06-01T00:00:00+00:00,16.0,80.0,0.0,Bay of Bengal,-0.05743,-0.26099,0.26724
2025-06-01T00:00:00+00:00,16.0,81.0,0.0,Bay of Bengal,-0.06235,-0.26334,0.27062
2025-06-01T00:00:00+00:00,16.0,82.0,0.0,Bay of Bengal,-0.06635,-0.26549,0.27365
2025-06-01T00:00:00+00:00,16.0,83.0,0.0,Bay of Bengal,-0.06913,-0.26744,0.27623
2025-06-01T00:00:00+00:00,16.0,84.0,0.0,Bay of Bengal,-0.07048,-0.26918,0.27825
2025-06-01T00:00:00+00:00,16.0,85.0,0.0,Bay of Bengal,-0.07029,-0.27071,0.27969
2025-06-01T00:00:00+00:00,16.0,86.0,0.0,Bay of Bengal,-0.06857,-0.27203,0.28054
2025-06-01T00:00:00+00:00,16.0,87.0,0.0,Bay of Bengal,-0.06545,-0.27313,0.28087
2025-06-01T00:00:00+00:00,16.0,88.0,0.0,Bay of Bengal,-0.06119,-0.27402,0.28077
2025-06-01T00:00:00+00:00,16.0,89.0,0.0,Bay of Bengal,-0.0561,-0.27469,0.28036
2025-06-01T00:00:00+00:00,16.0,90.0,0.0,Bay of Bengal,-0.05059,-0.27513,0.27975
2025-06-01T00:00:00+00:00,16.0,91.0,0.0,Bay of Bengal,-0.04508,-0.27536,0.27902
2025-06-01T00:00:00+00:00,16.0,92.0,0.0,Bay of Bengal,-0.03999,-0.27536,0.27825
2025-06-01T00:00:00+00:00,16.0,93.0,0.0,Bay of Bengal,-0.03573,-0.27515,0.27746
2025-06-01T00:00:00+00:00,16.0,94.0,0.0,Bay of Bengal,-0.03261,-0.27471,0.27664
2025-06-01T00:00:00+00:00,16.0,95.0,0.0,Bay of Bengal,-0.03089,-0.27406,0.2758
2025-06-01T00:00:00+00:00,16.0,96.0,0.0,Bay of Bengal,-0.0307,-0.2732,0.27492
2025-06-01T00:00:00+00:00,16.0,97.0,0.0,Bay of Bengal,-0.03205,-0.27212,0.274
2025-06-01T00:00:00+00:00,16.0,98.0,0.0,Bay of Bengal,-0.03483,-0.27084,0.27307
2025-06-01T00:00:00+00:00,17.0,80.0,0.0,Bay of Bengal,-0.07666,-0.26134,0.27235
2025-06-01T00:00:00+00:00,17.0,81.0,0.0,Bay of Bengal,-0.07479,-0.26368,0.27408
2025-06-01T00:00:00+00:00,17.0,82.0,0.0,Bay of Bengal,-0.07135,-0.26583,0.27524
2025-06-01T00:00:00+00:00,17.0,83.0,0.0,Bay of Bengal,-0.06666,-0.26778,0.27595
2025-06-01T00:00:00+00:00,17.0,84.0,0.0,Bay of Bengal,-0.06112,-0.26952,0.27637
2025-06-01T00:00:00+00:00,17.0,85.0,0.0,Bay of Bengal,-0.05522,-0.27105,0.27662
2025-06-01T00:00:00+00:00,17.0,86.0,0.0,Bay of Bengal,-0.04947,-0.27237,0.27683
2025-06-01T00:00:00+00:00,17.0,87.0,0.0,Bay of Bengal,-0.04438,-0.27347,0.27705
2025-06-01T00:00:00+00:00,17.0,88.0,0.0,Bay of Bengal,-0.04039,-0.27436,0.27731
2025-06-01T00:00:00+00:00,17.0,89.0,0.0,Bay of Bengal,-0.03784,-0.27502,0.27761
2025-06-01T00:00:00+00:00,17.0,90.0,0.0,Bay of Bengal,-0.03697,-0.27547,0.27794
2025-06-01T00:00:00+00:00,17.0,91.0,0.0,Bay of Bengal,-0.03784,-0.27569,0.27828
2025-06-01T00:00:00+00:00,17.0,92.0,0.0,Bay of Bengal,-0.04039,-0.27569,0.27864
2025-06-01T00:00:00+00:00,17.0,93.0,0.0,Bay of Bengal,-0.04438,-0.27548,0.27903
2025-06-01T00:00:00+00:00,17.0,94.0,0.0,Bay of Bengal,-0.04947,-0.27504,0.27945
2025-06-01T00:00:00+00:00,17.0,95.0,0.0,Bay of Bengal,-0.05522,-0.27439,0.27989
2025-06-01T00:00:00+00:00,17.0,96.0,0.0,Bay of Bengal,-0.06112,-0.27352,0.28027
2025-06-01T00:00:00+00:00,17.0,97.0,0.0,Bay of Bengal,-0.06666,-0.27244,0.28048
2025-06-01T00:00:00+00:00,17.0,98.0,0.0,Bay of Bengal,-0.07135,-0.27116,0.28039
2025-06-01T00:00:00+00:00,18.0,80.0,0.0,Bay of Bengal,-0.06353,-0.26169,0.26929
2025-06-01T00:00:00+00:00,18.0,81.0,0.0,Bay of Bengal,-0.05734,-0.26403,0.27019
2025-06-01T00:00:00+00:00,18.0,82.0,0.0,Bay of Bengal,-0.05177,-0.26618,0.27116
2025-06-01T00:00:00+00:00,18.0,83.0,0.0,Bay of Bengal,-0.04734,-0.26812,0.27227
2025-06-01T00:00:00+00:00,18.0,84.0,0.0,Bay of Bengal,-0.0445,-0.26986,0.27351
2025-06-01T00:00:00+00:00,18.0,85.0,0.0,Bay of Bengal,-0.04353,-0.27139,0.27486
2025-06-01T00:00:00+00:00,18.0,86.0,0.0,Bay of Bengal,-0.0445,-0.27271,0.27632
2025-06-01T00:00:00+00:00,18.0,87.0,0.0,Bay of Bengal,-0.04734,-0.27381,0.27787
2025-06-01T00:00:00+00:00,18.0,88.0,0.0,Bay of Bengal,-0.05177,-0.27469,0.27953
2025-06-01T00:00:00+00:00,18.0,89.0,0.0,Bay of Bengal,-0.05734,-0.27536,0.28127
2025-06-01T00:00:00+00:00,18.0,90.0,0.0,Bay of Bengal,-0.06353,-0.2758,0.28302
2025-06-01T00:00:00+00:00,18.0,91.0,0.0,Bay of Bengal,-0.06971,-0.27602,0.28469
2025-06-01T00:00:00+00:00,18.0,92.0,0.0,Bay of Bengal,-0.07528,-0.27602,0.2861
2025-06-01T00:00:00+00:00,18.0,93.0,0.0,Bay of Bengal,-0.07971,-0.2758,0.28709
2025-06-01T00:00:00+00:00,18.0,94.0,0.0,Bay of Bengal,-0.08255,-0.27536,0.28747
2025-06-01T00:00:00+00:00,18.0,95.0,0.0,Bay of Bengal,-0.08353,-0.27471,0.28713
2025-06-01T00:00:00+00:00,18.0,96.0,0.0,Bay of Bengal,-0.08255,-0.27384,0.28601
2025-06-01T00:00:00+00:00,18.0,97.0,0.0,Bay of Bengal,-0.07971,-0.27276,0.28417
2025-06-01T00:00:00+00:00,18.0,98.0,0.0,Bay of Bengal,-0.07528,-0.27147,0.28172
2025-06-01T00:00:00+00:00,19.0,80.0,0.0,Bay of Bengal,-0.05054,-0.26203,0.26686
2025-06-01T00:00:00+00:00,19.0,81.0,0.0,Bay of Bengal,-0.05048,-0.26437,0.26915
2025-06-01T00:00:00+00:00,19.0,82.0,0.0,Bay of Bengal,-0.05258,-0.26652,0.27166
2025-06-01T00:00:00+00:00,19.0,83.0,0.0,Bay of Bengal,-0.05659,-0.26847,0.27437
2025-06-01T00:00:00+00:00,19.0,84.0,0.0,Bay of Bengal,-0.0621,-0.2702,0.27725
2025-06-01T00:00:00+00:00,19.0,85.0,0.0,Bay of Bengal,-0.06849,-0.27173,0.28023
